States
"[2, 2]"
"[2, 2, 4]"
"[2, 2, 4, 8]"
"[2, 2, 4, 8, 16]"
"[2, 2, 4, 8, 16, 32]"
"[2, 2, 4, 8, 16, 32, 64]"
"[2, 2, 4, 8, 16, 32, 64, 128]"
"[2, 2, 4, 8, 16, 32, 64, 128, 256]"
"[2, 2, 4, 8, 16, 32, 64, 128, 256, 512]"
"[2, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024]"
"[2, 2, 4, 8, 16, 32, 64, 128, 256, 1024]"
"[2, 2, 4, 8, 16, 32, 64, 128, 512]"
"[2, 2, 4, 8, 16, 32, 64, 128, 512, 1024]"
"[2, 2, 4, 8, 16, 32, 64, 128, 1024]"
"[2, 2, 4, 8, 16, 32, 64, 256]"
"[2, 2, 4, 8, 16, 32, 64, 256, 512]"
"[2, 2, 4, 8, 16, 32, 64, 256, 512, 1024]"
"[2, 2, 4, 8, 16, 32, 64, 256, 1024]"
"[2, 2, 4, 8, 16, 32, 64, 512]"
"[2, 2, 4, 8, 16, 32, 64, 512, 1024]"
"[2, 2, 4, 8, 16, 32, 64, 1024]"
"[2, 2, 4, 8, 16, 32, 128]"
"[2, 2, 4, 8, 16, 32, 128, 256]"
"[2, 2, 4, 8, 16, 32, 128, 256, 512]"
"[2, 2, 4, 8, 16, 32, 128, 256, 512, 1024]"
"[2, 2, 4, 8, 16, 32, 128, 256, 1024]"
"[2, 2, 4, 8, 16, 32, 128, 512]"
"[2, 2, 4, 8, 16, 32, 128, 512, 1024]"
"[2, 2, 4, 8, 16, 32, 128, 1024]"
"[2, 2, 4, 8, 16, 32, 256]"
"[2, 2, 4, 8, 16, 32, 256, 512]"
"[2, 2, 4, 8, 16, 32, 256, 512, 1024]"
"[2, 2, 4, 8, 16, 32, 256, 1024]"
"[2, 2, 4, 8, 16, 32, 512]"
"[2, 2, 4, 8, 16, 32, 512, 1024]"
"[2, 2, 4, 8, 16, 32, 1024]"
"[2, 2, 4, 8, 16, 64]"
"[2, 2, 4, 8, 16, 64, 128]"
"[2, 2, 4, 8, 16, 64, 128, 256]"
"[2, 2, 4, 8, 16, 64, 128, 256, 512]"
"[2, 2, 4, 8, 16, 64, 128, 256, 512, 1024]"
"[2, 2, 4, 8, 16, 64, 128, 256, 1024]"
"[2, 2, 4, 8, 16, 64, 128, 512]"
"[2, 2, 4, 8, 16, 64, 128, 512, 1024]"
"[2, 2, 4, 8, 16, 64, 128, 1024]"
"[2, 2, 4, 8, 16, 64, 256]"
"[2, 2, 4, 8, 16, 64, 256, 512]"
"[2, 2, 4, 8, 16, 64, 256, 512, 1024]"
"[2, 2, 4, 8, 16, 64, 256, 1024]"
"[2, 2, 4, 8, 16, 64, 512]"
"[2, 2, 4, 8, 16, 64, 512, 1024]"
"[2, 2, 4, 8, 16, 64, 1024]"
"[2, 2, 4, 8, 16, 128]"
"[2, 2, 4, 8, 16, 128, 256]"
"[2, 2, 4, 8, 16, 128, 256, 512]"
"[2, 2, 4, 8, 16, 128, 256, 512, 1024]"
"[2, 2, 4, 8, 16, 128, 256, 1024]"
"[2, 2, 4, 8, 16, 128, 512]"
"[2, 2, 4, 8, 16, 128, 512, 1024]"
"[2, 2, 4, 8, 16, 128, 1024]"
"[2, 2, 4, 8, 16, 256]"
"[2, 2, 4, 8, 16, 256, 512]"
"[2, 2, 4, 8, 16, 256, 512, 1024]"
"[2, 2, 4, 8, 16, 256, 1024]"
"[2, 2, 4, 8, 16, 512]"
"[2, 2, 4, 8, 16, 512, 1024]"
"[2, 2, 4, 8, 16, 1024]"
"[2, 2, 4, 8, 32]"
"[2, 2, 4, 8, 32, 64]"
"[2, 2, 4, 8, 32, 64, 128]"
"[2, 2, 4, 8, 32, 64, 128, 256]"
"[2, 2, 4, 8, 32, 64, 128, 256, 512]"
"[2, 2, 4, 8, 32, 64, 128, 256, 512, 1024]"
"[2, 2, 4, 8, 32, 64, 128, 256, 1024]"
"[2, 2, 4, 8, 32, 64, 128, 512]"
"[2, 2, 4, 8, 32, 64, 128, 512, 1024]"
"[2, 2, 4, 8, 32, 64, 128, 1024]"
"[2, 2, 4, 8, 32, 64, 256]"
"[2, 2, 4, 8, 32, 64, 256, 512]"
"[2, 2, 4, 8, 32, 64, 256, 512, 1024]"
"[2, 2, 4, 8, 32, 64, 256, 1024]"
"[2, 2, 4, 8, 32, 64, 512]"
"[2, 2, 4, 8, 32, 64, 512, 1024]"
"[2, 2, 4, 8, 32, 64, 1024]"
"[2, 2, 4, 8, 32, 128]"
"[2, 2, 4, 8, 32, 128, 256]"
"[2, 2, 4, 8, 32, 128, 256, 512]"
"[2, 2, 4, 8, 32, 128, 256, 512, 1024]"
"[2, 2, 4, 8, 32, 128, 256, 1024]"
"[2, 2, 4, 8, 32, 128, 512]"
"[2, 2, 4, 8, 32, 128, 512, 1024]"
"[2, 2, 4, 8, 32, 128, 1024]"
"[2, 2, 4, 8, 32, 256]"
"[2, 2, 4, 8, 32, 256, 512]"
"[2, 2, 4, 8, 32, 256, 512, 1024]"
"[2, 2, 4, 8, 32, 256, 1024]"
"[2, 2, 4, 8, 32, 512]"
"[2, 2, 4, 8, 32, 512, 1024]"
"[2, 2, 4, 8, 32, 1024]"
"[2, 2, 4, 8, 64]"
"[2, 2, 4, 8, 64, 64]"
"[2, 2, 4, 8, 64, 64, 128]"
"[2, 2, 4, 8, 64, 64, 128, 256]"
"[2, 2, 4, 8, 64, 64, 128, 256, 512]"
"[2, 2, 4, 8, 64, 64, 128, 256, 512, 1024]"
"[2, 2, 4, 8, 64, 64, 128, 256, 1024]"
"[2, 2, 4, 8, 64, 64, 128, 512]"
"[2, 2, 4, 8, 64, 64, 128, 512, 1024]"
"[2, 2, 4, 8, 64, 64, 128, 1024]"
"[2, 2, 4, 8, 64, 64, 256]"
"[2, 2, 4, 8, 64, 64, 256, 512]"
"[2, 2, 4, 8, 64, 64, 256, 512, 1024]"
"[2, 2, 4, 8, 64, 64, 256, 1024]"
"[2, 2, 4, 8, 64, 64, 512]"
"[2, 2, 4, 8, 64, 64, 512, 1024]"
"[2, 2, 4, 8, 64, 64, 1024]"
"[2, 2, 4, 8, 64, 128]"
"[2, 2, 4, 8, 64, 128, 256]"
"[2, 2, 4, 8, 64, 128, 256, 512]"
"[2, 2, 4, 8, 64, 128, 256, 512, 1024]"
"[2, 2, 4, 8, 64, 128, 256, 1024]"
"[2, 2, 4, 8, 64, 128, 512]"
"[2, 2, 4, 8, 64, 128, 512, 1024]"
"[2, 2, 4, 8, 64, 128, 1024]"
"[2, 2, 4, 8, 64, 256]"
"[2, 2, 4, 8, 64, 256, 512]"
"[2, 2, 4, 8, 64, 256, 512, 1024]"
"[2, 2, 4, 8, 64, 256, 1024]"
"[2, 2, 4, 8, 64, 512]"
"[2, 2, 4, 8, 64, 512, 1024]"
"[2, 2, 4, 8, 64, 1024]"
"[2, 2, 4, 8, 128]"
"[2, 2, 4, 8, 128, 128]"
"[2, 2, 4, 8, 128, 128, 256]"
"[2, 2, 4, 8, 128, 128, 256, 512]"
"[2, 2, 4, 8, 128, 128, 256, 512, 1024]"
"[2, 2, 4, 8, 128, 128, 256, 1024]"
"[2, 2, 4, 8, 128, 128, 512]"
"[2, 2, 4, 8, 128, 128, 512, 1024]"
"[2, 2, 4, 8, 128, 128, 1024]"
"[2, 2, 4, 8, 128, 256]"
"[2, 2, 4, 8, 128, 256, 512]"
"[2, 2, 4, 8, 128, 256, 512, 1024]"
"[2, 2, 4, 8, 128, 256, 1024]"
"[2, 2, 4, 8, 128, 512]"
"[2, 2, 4, 8, 128, 512, 1024]"
"[2, 2, 4, 8, 128, 1024]"
"[2, 2, 4, 8, 256]"
"[2, 2, 4, 8, 256, 256]"
"[2, 2, 4, 8, 256, 256, 512]"
"[2, 2, 4, 8, 256, 256, 512, 1024]"
"[2, 2, 4, 8, 256, 256, 1024]"
"[2, 2, 4, 8, 256, 512]"
"[2, 2, 4, 8, 256, 512, 1024]"
"[2, 2, 4, 8, 256, 1024]"
"[2, 2, 4, 8, 512]"
"[2, 2, 4, 8, 512, 512]"
"[2, 2, 4, 8, 512, 512, 1024]"
"[2, 2, 4, 8, 512, 1024]"
"[2, 2, 4, 8, 1024]"
"[2, 2, 4, 8, 1024, 1024]"
"[2, 2, 4, 16]"
"[2, 2, 4, 16, 16]"
"[2, 2, 4, 16, 16, 32]"
"[2, 2, 4, 16, 16, 32, 64]"
"[2, 2, 4, 16, 16, 32, 64, 128]"
"[2, 2, 4, 16, 16, 32, 64, 128, 256]"
"[2, 2, 4, 16, 16, 32, 64, 128, 256, 512]"
"[2, 2, 4, 16, 16, 32, 64, 128, 256, 512, 1024]"
"[2, 2, 4, 16, 16, 32, 64, 128, 256, 1024]"
"[2, 2, 4, 16, 16, 32, 64, 128, 512]"
"[2, 2, 4, 16, 16, 32, 64, 128, 512, 1024]"
"[2, 2, 4, 16, 16, 32, 64, 128, 1024]"
"[2, 2, 4, 16, 16, 32, 64, 256]"
"[2, 2, 4, 16, 16, 32, 64, 256, 512]"
"[2, 2, 4, 16, 16, 32, 64, 256, 512, 1024]"
"[2, 2, 4, 16, 16, 32, 64, 256, 1024]"
"[2, 2, 4, 16, 16, 32, 64, 512]"
"[2, 2, 4, 16, 16, 32, 64, 512, 1024]"
"[2, 2, 4, 16, 16, 32, 64, 1024]"
"[2, 2, 4, 16, 16, 32, 128]"
"[2, 2, 4, 16, 16, 32, 128, 256]"
"[2, 2, 4, 16, 16, 32, 128, 256, 512]"
"[2, 2, 4, 16, 16, 32, 128, 256, 512, 1024]"
"[2, 2, 4, 16, 16, 32, 128, 256, 1024]"
"[2, 2, 4, 16, 16, 32, 128, 512]"
"[2, 2, 4, 16, 16, 32, 128, 512, 1024]"
"[2, 2, 4, 16, 16, 32, 128, 1024]"
"[2, 2, 4, 16, 16, 32, 256]"
"[2, 2, 4, 16, 16, 32, 256, 512]"
"[2, 2, 4, 16, 16, 32, 256, 512, 1024]"
"[2, 2, 4, 16, 16, 32, 256, 1024]"
"[2, 2, 4, 16, 16, 32, 512]"
"[2, 2, 4, 16, 16, 32, 512, 1024]"
"[2, 2, 4, 16, 16, 32, 1024]"
"[2, 2, 4, 16, 16, 64]"
"[2, 2, 4, 16, 16, 64, 128]"
"[2, 2, 4, 16, 16, 64, 128, 256]"
"[2, 2, 4, 16, 16, 64, 128, 256, 512]"
"[2, 2, 4, 16, 16, 64, 128, 256, 512, 1024]"
"[2, 2, 4, 16, 16, 64, 128, 256, 1024]"
"[2, 2, 4, 16, 16, 64, 128, 512]"
"[2, 2, 4, 16, 16, 64, 128, 512, 1024]"
"[2, 2, 4, 16, 16, 64, 128, 1024]"
"[2, 2, 4, 16, 16, 64, 256]"
"[2, 2, 4, 16, 16, 64, 256, 512]"
"[2, 2, 4, 16, 16, 64, 256, 512, 1024]"
"[2, 2, 4, 16, 16, 64, 256, 1024]"
"[2, 2, 4, 16, 16, 64, 512]"
"[2, 2, 4, 16, 16, 64, 512, 1024]"
"[2, 2, 4, 16, 16, 64, 1024]"
"[2, 2, 4, 16, 16, 128]"
"[2, 2, 4, 16, 16, 128, 256]"
"[2, 2, 4, 16, 16, 128, 256, 512]"
"[2, 2, 4, 16, 16, 128, 256, 512, 1024]"
"[2, 2, 4, 16, 16, 128, 256, 1024]"
"[2, 2, 4, 16, 16, 128, 512]"
"[2, 2, 4, 16, 16, 128, 512, 1024]"
"[2, 2, 4, 16, 16, 128, 1024]"
"[2, 2, 4, 16, 16, 256]"
"[2, 2, 4, 16, 16, 256, 512]"
"[2, 2, 4, 16, 16, 256, 512, 1024]"
"[2, 2, 4, 16, 16, 256, 1024]"
"[2, 2, 4, 16, 16, 512]"
"[2, 2, 4, 16, 16, 512, 1024]"
"[2, 2, 4, 16, 16, 1024]"
"[2, 2, 4, 16, 32]"
"[2, 2, 4, 16, 32, 64]"
"[2, 2, 4, 16, 32, 64, 128]"
"[2, 2, 4, 16, 32, 64, 128, 256]"
"[2, 2, 4, 16, 32, 64, 128, 256, 512]"
"[2, 2, 4, 16, 32, 64, 128, 256, 512, 1024]"
"[2, 2, 4, 16, 32, 64, 128, 256, 1024]"
"[2, 2, 4, 16, 32, 64, 128, 512]"
"[2, 2, 4, 16, 32, 64, 128, 512, 1024]"
"[2, 2, 4, 16, 32, 64, 128, 1024]"
"[2, 2, 4, 16, 32, 64, 256]"
"[2, 2, 4, 16, 32, 64, 256, 512]"
"[2, 2, 4, 16, 32, 64, 256, 512, 1024]"
"[2, 2, 4, 16, 32, 64, 256, 1024]"
"[2, 2, 4, 16, 32, 64, 512]"
"[2, 2, 4, 16, 32, 64, 512, 1024]"
"[2, 2, 4, 16, 32, 64, 1024]"
"[2, 2, 4, 16, 32, 128]"
"[2, 2, 4, 16, 32, 128, 256]"
"[2, 2, 4, 16, 32, 128, 256, 512]"
"[2, 2, 4, 16, 32, 128, 256, 512, 1024]"
"[2, 2, 4, 16, 32, 128, 256, 1024]"
"[2, 2, 4, 16, 32, 128, 512]"
"[2, 2, 4, 16, 32, 128, 512, 1024]"
"[2, 2, 4, 16, 32, 128, 1024]"
"[2, 2, 4, 16, 32, 256]"
"[2, 2, 4, 16, 32, 256, 512]"
"[2, 2, 4, 16, 32, 256, 512, 1024]"
"[2, 2, 4, 16, 32, 256, 1024]"
"[2, 2, 4, 16, 32, 512]"
"[2, 2, 4, 16, 32, 512, 1024]"
"[2, 2, 4, 16, 32, 1024]"
"[2, 2, 4, 16, 64]"
"[2, 2, 4, 16, 64, 128]"
"[2, 2, 4, 16, 64, 128, 256]"
"[2, 2, 4, 16, 64, 128, 256, 512]"
"[2, 2, 4, 16, 64, 128, 256, 512, 1024]"
"[2, 2, 4, 16, 64, 128, 256, 1024]"
"[2, 2, 4, 16, 64, 128, 512]"
"[2, 2, 4, 16, 64, 128, 512, 1024]"
"[2, 2, 4, 16, 64, 128, 1024]"
"[2, 2, 4, 16, 64, 256]"
"[2, 2, 4, 16, 64, 256, 512]"
"[2, 2, 4, 16, 64, 256, 512, 1024]"
"[2, 2, 4, 16, 64, 256, 1024]"
"[2, 2, 4, 16, 64, 512]"
"[2, 2, 4, 16, 64, 512, 1024]"
"[2, 2, 4, 16, 64, 1024]"
"[2, 2, 4, 16, 128]"
"[2, 2, 4, 16, 128, 256]"
"[2, 2, 4, 16, 128, 256, 512]"
"[2, 2, 4, 16, 128, 256, 512, 1024]"
"[2, 2, 4, 16, 128, 256, 1024]"
"[2, 2, 4, 16, 128, 512]"
"[2, 2, 4, 16, 128, 512, 1024]"
"[2, 2, 4, 16, 128, 1024]"
"[2, 2, 4, 16, 256]"
"[2, 2, 4, 16, 256, 256, 1024]"
"[2, 2, 4, 16, 256, 512]"
"[2, 2, 4, 16, 256, 512, 1024]"
"[2, 2, 4, 16, 256, 1024]"
"[2, 2, 4, 16, 512]"
"[2, 2, 4, 16, 512, 512]"
"[2, 2, 4, 16, 512, 512, 1024]"
"[2, 2, 4, 16, 512, 1024]"
"[2, 2, 4, 16, 1024]"
"[2, 2, 4, 16, 1024, 1024]"
"[2, 2, 4, 16, 2048]"
"[2, 2, 4, 32]"
"[2, 2, 4, 32, 32]"
"[2, 2, 4, 32, 32, 64]"
"[2, 2, 4, 32, 32, 64, 128]"
"[2, 2, 4, 32, 32, 64, 128, 256]"
"[2, 2, 4, 32, 32, 64, 128, 256, 512]"
"[2, 2, 4, 32, 32, 64, 128, 256, 512, 1024]"
"[2, 2, 4, 32, 32, 64, 128, 256, 1024]"
"[2, 2, 4, 32, 32, 64, 128, 512]"
"[2, 2, 4, 32, 32, 64, 128, 512, 1024]"
"[2, 2, 4, 32, 32, 64, 128, 1024]"
"[2, 2, 4, 32, 32, 64, 256]"
"[2, 2, 4, 32, 32, 64, 256, 512]"
"[2, 2, 4, 32, 32, 64, 256, 512, 1024]"
"[2, 2, 4, 32, 32, 64, 256, 1024]"
"[2, 2, 4, 32, 32, 64, 512]"
"[2, 2, 4, 32, 32, 64, 512, 1024]"
"[2, 2, 4, 32, 32, 64, 1024]"
"[2, 2, 4, 32, 32, 128]"
"[2, 2, 4, 32, 32, 128, 256]"
"[2, 2, 4, 32, 32, 128, 256, 512]"
"[2, 2, 4, 32, 32, 128, 256, 512, 1024]"
"[2, 2, 4, 32, 32, 128, 256, 1024]"
"[2, 2, 4, 32, 32, 128, 512]"
"[2, 2, 4, 32, 32, 128, 512, 1024]"
"[2, 2, 4, 32, 32, 128, 1024]"
"[2, 2, 4, 32, 32, 256]"
"[2, 2, 4, 32, 32, 256, 512]"
"[2, 2, 4, 32, 32, 256, 512, 1024]"
"[2, 2, 4, 32, 32, 256, 1024]"
"[2, 2, 4, 32, 32, 512]"
"[2, 2, 4, 32, 32, 512, 1024]"
"[2, 2, 4, 32, 32, 1024]"
"[2, 2, 4, 32, 64]"
"[2, 2, 4, 32, 64, 128]"
"[2, 2, 4, 32, 64, 128, 256]"
"[2, 2, 4, 32, 64, 128, 256, 512]"
"[2, 2, 4, 32, 64, 128, 256, 512, 1024]"
"[2, 2, 4, 32, 64, 128, 256, 1024]"
"[2, 2, 4, 32, 64, 128, 512]"
"[2, 2, 4, 32, 64, 128, 512, 1024]"
"[2, 2, 4, 32, 64, 128, 1024]"
"[2, 2, 4, 32, 64, 256]"
"[2, 2, 4, 32, 64, 256, 512]"
"[2, 2, 4, 32, 64, 256, 512, 1024]"
"[2, 2, 4, 32, 64, 256, 1024]"
"[2, 2, 4, 32, 64, 512]"
"[2, 2, 4, 32, 64, 512, 1024]"
"[2, 2, 4, 32, 64, 1024]"
"[2, 2, 4, 32, 128]"
"[2, 2, 4, 32, 128, 256]"
"[2, 2, 4, 32, 128, 256, 512]"
"[2, 2, 4, 32, 128, 256, 512, 1024]"
"[2, 2, 4, 32, 128, 256, 1024]"
"[2, 2, 4, 32, 128, 512]"
"[2, 2, 4, 32, 128, 512, 1024]"
"[2, 2, 4, 32, 128, 1024]"
"[2, 2, 4, 32, 256]"
"[2, 2, 4, 32, 256, 512]"
"[2, 2, 4, 32, 256, 512, 1024]"
"[2, 2, 4, 32, 256, 1024]"
"[2, 2, 4, 32, 512]"
"[2, 2, 4, 32, 512, 1024]"
"[2, 2, 4, 32, 1024]"
"[2, 2, 4, 64]"
"[2, 2, 4, 64, 64]"
"[2, 2, 4, 64, 64, 128]"
"[2, 2, 4, 64, 64, 128, 256]"
"[2, 2, 4, 64, 64, 128, 256, 512]"
"[2, 2, 4, 64, 64, 128, 256, 512, 1024]"
"[2, 2, 4, 64, 64, 128, 256, 1024]"
"[2, 2, 4, 64, 64, 128, 512]"
"[2, 2, 4, 64, 64, 128, 512, 1024]"
"[2, 2, 4, 64, 64, 128, 1024]"
"[2, 2, 4, 64, 64, 256]"
"[2, 2, 4, 64, 64, 256, 512]"
"[2, 2, 4, 64, 64, 256, 512, 1024]"
"[2, 2, 4, 64, 64, 256, 1024]"
"[2, 2, 4, 64, 64, 512]"
"[2, 2, 4, 64, 64, 512, 1024]"
"[2, 2, 4, 64, 64, 1024]"
"[2, 2, 4, 64, 128]"
"[2, 2, 4, 64, 128, 256]"
"[2, 2, 4, 64, 128, 256, 512]"
"[2, 2, 4, 64, 128, 256, 512, 1024]"
"[2, 2, 4, 64, 128, 256, 1024]"
"[2, 2, 4, 64, 128, 512]"
"[2, 2, 4, 64, 128, 512, 1024]"
"[2, 2, 4, 64, 128, 1024]"
"[2, 2, 4, 64, 256]"
"[2, 2, 4, 64, 256, 512]"
"[2, 2, 4, 64, 256, 512, 1024]"
"[2, 2, 4, 64, 256, 1024]"
"[2, 2, 4, 64, 512]"
"[2, 2, 4, 64, 512, 1024]"
"[2, 2, 4, 64, 1024]"
"[2, 2, 8]"
"[2, 2, 8, 8]"
"[2, 2, 8, 8, 16]"
"[2, 2, 8, 8, 16, 32]"
"[2, 2, 8, 8, 16, 32, 64]"
"[2, 2, 8, 8, 16, 32, 64, 128]"
"[2, 2, 8, 8, 16, 32, 64, 128, 256]"
"[2, 2, 8, 8, 16, 32, 64, 128, 256, 512]"
"[2, 2, 8, 8, 16, 32, 64, 128, 256, 512, 1024]"
"[2, 2, 8, 8, 16, 32, 64, 128, 256, 1024]"
"[2, 2, 8, 8, 16, 32, 64, 128, 512]"
"[2, 2, 8, 8, 16, 32, 64, 128, 512, 1024]"
"[2, 2, 8, 8, 16, 32, 64, 128, 1024]"
"[2, 2, 8, 8, 16, 32, 64, 256]"
"[2, 2, 8, 8, 16, 32, 64, 256, 512]"
"[2, 2, 8, 8, 16, 32, 64, 256, 512, 1024]"
"[2, 2, 8, 8, 16, 32, 64, 256, 1024]"
"[2, 2, 8, 8, 16, 32, 64, 512]"
"[2, 2, 8, 8, 16, 32, 64, 512, 1024]"
"[2, 2, 8, 8, 16, 32, 64, 1024]"
"[2, 2, 8, 8, 16, 32, 128]"
"[2, 2, 8, 8, 16, 32, 128, 256]"
"[2, 2, 8, 8, 16, 32, 128, 256, 512]"
"[2, 2, 8, 8, 16, 32, 128, 256, 512, 1024]"
"[2, 2, 8, 8, 16, 32, 128, 256, 1024]"
"[2, 2, 8, 8, 16, 32, 128, 512]"
"[2, 2, 8, 8, 16, 32, 128, 512, 1024]"
"[2, 2, 8, 8, 16, 32, 128, 1024]"
"[2, 2, 8, 8, 16, 32, 256]"
"[2, 2, 8, 8, 16, 32, 256, 512]"
"[2, 2, 8, 8, 16, 32, 256, 512, 1024]"
"[2, 2, 8, 8, 16, 32, 256, 1024]"
"[2, 2, 8, 8, 16, 32, 512]"
"[2, 2, 8, 8, 16, 32, 512, 1024]"
"[2, 2, 8, 8, 16, 32, 1024]"
"[2, 2, 8, 8, 16, 64]"
"[2, 2, 8, 8, 16, 64, 128]"
"[2, 2, 8, 8, 16, 64, 128, 256]"
"[2, 2, 8, 8, 16, 64, 128, 256, 512]"
"[2, 2, 8, 8, 16, 64, 128, 256, 512, 1024]"
"[2, 2, 8, 8, 16, 64, 128, 256, 1024]"
"[2, 2, 8, 8, 16, 64, 128, 512]"
"[2, 2, 8, 8, 16, 64, 128, 512, 1024]"
"[2, 2, 8, 8, 16, 64, 128, 1024]"
"[2, 2, 8, 8, 16, 64, 256]"
"[2, 2, 8, 8, 16, 64, 256, 512]"
"[2, 2, 8, 8, 16, 64, 256, 512, 1024]"
"[2, 2, 8, 8, 16, 64, 256, 1024]"
"[2, 2, 8, 8, 16, 64, 512]"
"[2, 2, 8, 8, 16, 64, 512, 1024]"
"[2, 2, 8, 8, 16, 64, 1024]"
"[2, 2, 8, 8, 16, 128]"
"[2, 2, 8, 8, 16, 128, 256]"
"[2, 2, 8, 8, 16, 128, 256, 512]"
"[2, 2, 8, 8, 16, 128, 256, 512, 1024]"
"[2, 2, 8, 8, 16, 128, 256, 1024]"
"[2, 2, 8, 8, 16, 128, 512]"
"[2, 2, 8, 8, 16, 128, 512, 1024]"
"[2, 2, 8, 8, 16, 128, 1024]"
"[2, 2, 8, 8, 16, 256]"
"[2, 2, 8, 8, 16, 256, 512]"
"[2, 2, 8, 8, 16, 256, 512, 1024]"
"[2, 2, 8, 8, 16, 256, 1024]"
"[2, 2, 8, 8, 16, 512]"
"[2, 2, 8, 8, 16, 512, 1024]"
"[2, 2, 8, 8, 16, 1024]"
"[2, 2, 8, 8, 32]"
"[2, 2, 8, 8, 32, 64]"
"[2, 2, 8, 8, 32, 64, 128]"
"[2, 2, 8, 8, 32, 64, 128, 256]"
"[2, 2, 8, 8, 32, 64, 128, 256, 512]"
"[2, 2, 8, 8, 32, 64, 128, 256, 512, 1024]"
"[2, 2, 8, 8, 32, 64, 128, 256, 1024]"
"[2, 2, 8, 8, 32, 64, 128, 512]"
"[2, 2, 8, 8, 32, 64, 128, 512, 1024]"
"[2, 2, 8, 8, 32, 64, 128, 1024]"
"[2, 2, 8, 8, 32, 64, 256]"
"[2, 2, 8, 8, 32, 64, 256, 512]"
"[2, 2, 8, 8, 32, 64, 256, 512, 1024]"
"[2, 2, 8, 8, 32, 64, 256, 1024]"
"[2, 2, 8, 8, 32, 64, 512]"
