,state,sum
1175,"[4, 4, 8, 16, 64, 128, 512]",736
1176,"[2, 4, 4, 8, 16, 64, 128, 512]",738
1177,"[2, 8, 8, 16, 64, 128, 512]",738
1178,"[2, 2, 8, 8, 16, 64, 128, 512]",740
1179,"[4, 4, 4, 8, 16, 64, 128, 512]",740
1180,"[2, 2, 16, 16, 64, 128, 512]",740
1181,"[4, 8, 8, 16, 64, 128, 512]",740
1182,"[2, 4, 16, 16, 64, 128, 512]",742
1183,"[2, 4, 8, 8, 16, 64, 128, 512]",742
1184,"[2, 4, 32, 64, 128, 512]",742
1185,"[2, 2, 4, 32, 64, 128, 512]",744
1186,"[4, 4, 16, 16, 64, 128, 512]",744
1187,"[2, 2, 4, 16, 16, 64, 128, 512]",744
1188,"[4, 4, 8, 8, 16, 64, 128, 512]",744
1189,"[4, 4, 32, 64, 128, 512]",744
1190,"[2, 4, 4, 32, 64, 128, 512]",746
1191,"[2, 8, 32, 64, 128, 512]",746
1192,"[2, 4, 4, 16, 16, 64, 128, 512]",746
1193,"[2, 8, 16, 16, 64, 128, 512]",746
1194,"[2, 2, 8, 32, 64, 128, 512]",748
1195,"[4, 4, 4, 32, 64, 128, 512]",748
1196,"[4, 8, 32, 64, 128, 512]",748
1197,"[4, 8, 16, 16, 64, 128, 512]",748
1198,"[2, 4, 8, 32, 64, 128, 512]",750
1199,"[2, 2, 4, 8, 32, 64, 128, 512]",752
1200,"[4, 4, 8, 32, 64, 128, 512]",752
1201,"[2, 4, 4, 8, 32, 64, 128, 512]",754
1202,"[2, 8, 8, 32, 64, 128, 512]",754
1203,"[2, 2, 8, 8, 32, 64, 128, 512]",756
1204,"[4, 4, 4, 8, 32, 64, 128, 512]",756
1205,"[2, 2, 16, 32, 64, 128, 512]",756
1206,"[4, 8, 8, 32, 64, 128, 512]",756
1207,"[2, 4, 16, 32, 64, 128, 512]",758
1208,"[2, 4, 8, 8, 32, 64, 128, 512]",758
1209,"[2, 2, 4, 16, 32, 64, 128, 512]",760
1210,"[4, 4, 16, 32, 64, 128, 512]",760
1211,"[4, 4, 8, 8, 32, 64, 128, 512]",760
1212,"[2, 4, 4, 16, 32, 64, 128, 512]",762
1213,"[2, 8, 16, 32, 64, 128, 512]",762
1214,"[2, 2, 8, 16, 32, 64, 128, 512]",764
1215,"[4, 4, 4, 16, 32, 64, 128, 512]",764
1216,"[4, 8, 16, 32, 64, 128, 512]",764
1217,"[2, 4, 8, 16, 32, 64, 128, 512]",766
1218,"[2, 2, 4, 8, 16, 32, 64, 128, 512]",768
1219,"[4, 4, 8, 16, 32, 64, 128, 512]",768
1220,"[2, 4, 4, 8, 16, 32, 64, 128, 512]",770
1221,"[2, 8, 8, 16, 32, 64, 128, 512]",770
1222,"[2, 2, 8, 8, 16, 32, 64, 128, 512]",772
1223,"[4, 4, 4, 8, 16, 32, 64, 128, 512]",772
1224,"[2, 2, 16, 16, 32, 64, 128, 512]",772
1225,"[4, 8, 8, 16, 32, 64, 128, 512]",772
1226,"[2, 4, 16, 16, 32, 64, 128, 512]",774
1227,"[2, 4, 8, 8, 16, 32, 64, 128, 512]",774
1228,"[2, 4, 32, 32, 64, 128, 512]",774
1229,"[2, 2, 4, 32, 32, 64, 128, 512]",776
1230,"[4, 4, 16, 16, 32, 64, 128, 512]",776
1231,"[2, 2, 4, 16, 16, 32, 64, 128, 512]",776
1232,"[4, 4, 8, 8, 16, 32, 64, 128, 512]",776
1233,"[2, 2, 4, 64, 64, 128, 512]",776
1234,"[4, 4, 32, 32, 64, 128, 512]",776
1235,"[2, 4, 4, 64, 64, 128, 512]",778
1236,"[2, 4, 4, 32, 32, 64, 128, 512]",778
1237,"[2, 8, 32, 32, 64, 128, 512]",778
1238,"[2, 4, 4, 16, 16, 32, 64, 128, 512]",778
1239,"[2, 8, 16, 16, 32, 64, 128, 512]",778
1240,"[2, 4, 4, 128, 128, 512]",778
1241,"[2, 8, 64, 64, 128, 512]",778
1242,"[2, 2, 8, 128, 128, 512]",780
1243,"[4, 4, 4, 64, 64, 128, 512]",780
1244,"[2, 2, 8, 64, 64, 128, 512]",780
1245,"[4, 8, 32, 32, 64, 128, 512]",780
1246,"[4, 4, 4, 32, 32, 64, 128, 512]",780
1247,"[2, 2, 8, 32, 32, 64, 128, 512]",780
1248,"[4, 8, 16, 16, 32, 64, 128, 512]",780
1249,"[2, 2, 8, 256, 512]",780
1250,"[4, 4, 4, 128, 128, 512]",780
1251,"[4, 8, 64, 64, 128, 512]",780
1252,"[2, 4, 8, 256, 512]",782
1253,"[2, 4, 8, 128, 128, 512]",782
1254,"[2, 4, 8, 64, 64, 128, 512]",782
1255,"[2, 4, 8, 32, 32, 64, 128, 512]",782
1256,"[2, 2, 4, 8, 256, 512]",784
1257,"[4, 4, 8, 256, 512]",784
1258,"[4, 4, 8, 128, 128, 512]",784
1259,"[2, 2, 4, 8, 128, 128, 512]",784
1260,"[4, 4, 8, 64, 64, 128, 512]",784
1261,"[2, 2, 4, 8, 64, 64, 128, 512]",784
1262,"[4, 4, 8, 32, 32, 64, 128, 512]",784
1263,"[2, 4, 4, 8, 256, 512]",786
1264,"[2, 8, 8, 256, 512]",786
1265,"[2, 4, 4, 8, 128, 128, 512]",786
1266,"[2, 8, 8, 128, 128, 512]",786
1267,"[2, 4, 4, 8, 64, 64, 128, 512]",786
1268,"[2, 8, 8, 64, 64, 128, 512]",786
1269,"[2, 2, 8, 8, 256, 512]",788
1270,"[4, 4, 4, 8, 256, 512]",788
1271,"[2, 2, 16, 256, 512]",788
1272,"[4, 8, 8, 256, 512]",788
1273,"[4, 8, 8, 128, 128, 512]",788
1274,"[4, 4, 4, 8, 128, 128, 512]",788
1275,"[2, 2, 8, 8, 128, 128, 512]",788
1276,"[2, 2, 16, 128, 128, 512]",788
1277,"[4, 8, 8, 64, 64, 128, 512]",788
1278,"[2, 4, 16, 256, 512]",790
1279,"[2, 4, 8, 8, 256, 512]",790
1280,"[2, 4, 8, 8, 128, 128, 512]",790
1281,"[2, 4, 16, 128, 128, 512]",790
1282,"[2, 2, 4, 16, 256, 512]",792
1283,"[4, 4, 16, 256, 512]",792
1284,"[4, 4, 8, 8, 256, 512]",792
1285,"[4, 4, 16, 128, 128, 512]",792
1286,"[2, 4, 4, 16, 256, 512]",794
1287,"[2, 8, 16, 256, 512]",794
1288,"[2, 2, 8, 16, 256, 512]",796
1289,"[4, 4, 4, 16, 256, 512]",796
1290,"[4, 8, 16, 256, 512]",796
1291,"[2, 4, 8, 16, 256, 512]",798
1292,"[2, 2, 4, 8, 16, 256, 512]",800
1293,"[4, 4, 8, 16, 256, 512]",800
1294,"[2, 4, 4, 8, 16, 256, 512]",802
1295,"[2, 8, 8, 16, 256, 512]",802
1296,"[2, 2, 8, 8, 16, 256, 512]",804
1297,"[4, 4, 4, 8, 16, 256, 512]",804
1298,"[2, 2, 16, 16, 256, 512]",804
1299,"[4, 8, 8, 16, 256, 512]",804
1300,"[2, 4, 16, 16, 256, 512]",806
1301,"[2, 4, 8, 8, 16, 256, 512]",806
1302,"[2, 4, 32, 256, 512]",806
1303,"[2, 2, 4, 32, 256, 512]",808
1304,"[4, 4, 16, 16, 256, 512]",808
1305,"[2, 2, 4, 16, 16, 256, 512]",808
1306,"[4, 4, 8, 8, 16, 256, 512]",808
1307,"[4, 4, 32, 256, 512]",808
1308,"[2, 4, 4, 32, 256, 512]",810
1309,"[2, 8, 32, 256, 512]",810
1310,"[2, 4, 4, 16, 16, 256, 512]",810
1311,"[2, 8, 16, 16, 256, 512]",810
1312,"[2, 2, 8, 32, 256, 512]",812
1313,"[4, 4, 4, 32, 256, 512]",812
1314,"[4, 8, 32, 256, 512]",812
1315,"[4, 8, 16, 16, 256, 512]",812
1316,"[2, 4, 8, 32, 256, 512]",814
1317,"[2, 2, 4, 8, 32, 256, 512]",816
1318,"[4, 4, 8, 32, 256, 512]",816
1319,"[2, 4, 4, 8, 32, 256, 512]",818
1320,"[2, 8, 8, 32, 256, 512]",818
1321,"[2, 2, 8, 8, 32, 256, 512]",820
1322,"[4, 4, 4, 8, 32, 256, 512]",820
1323,"[2, 2, 16, 32, 256, 512]",820
1324,"[4, 8, 8, 32, 256, 512]",820
1325,"[2, 4, 16, 32, 256, 512]",822
1326,"[2, 4, 8, 8, 32, 256, 512]",822
1327,"[2, 2, 4, 16, 32, 256, 512]",824
1328,"[4, 4, 16, 32, 256, 512]",824
1329,"[4, 4, 8, 8, 32, 256, 512]",824
1330,"[2, 4, 4, 16, 32, 256, 512]",826
1331,"[2, 8, 16, 32, 256, 512]",826
1332,"[2, 2, 8, 16, 32, 256, 512]",828
1333,"[4, 4, 4, 16, 32, 256, 512]",828
1334,"[4, 8, 16, 32, 256, 512]",828
1335,"[2, 4, 8, 16, 32, 256, 512]",830
1336,"[2, 2, 4, 8, 16, 32, 256, 512]",832
1337,"[4, 4, 8, 16, 32, 256, 512]",832
1338,"[2, 4, 4, 8, 16, 32, 256, 512]",834
1339,"[2, 8, 8, 16, 32, 256, 512]",834
1340,"[2, 2, 8, 8, 16, 32, 256, 512]",836
1341,"[4, 4, 4, 8, 16, 32, 256, 512]",836
1342,"[2, 2, 16, 16, 32, 256, 512]",836
1343,"[4, 8, 8, 16, 32, 256, 512]",836
1344,"[2, 4, 16, 16, 32, 256, 512]",838
1345,"[2, 4, 8, 8, 16, 32, 256, 512]",838
1346,"[2, 4, 32, 32, 256, 512]",838
1347,"[2, 2, 4, 32, 32, 256, 512]",840
1348,"[4, 4, 16, 16, 32, 256, 512]",840
1349,"[2, 2, 4, 16, 16, 32, 256, 512]",840
1350,"[4, 4, 8, 8, 16, 32, 256, 512]",840
1351,"[2, 2, 4, 64, 256, 512]",840
1352,"[4, 4, 32, 32, 256, 512]",840
1353,"[2, 4, 4, 64, 256, 512]",842
1354,"[2, 4, 4, 32, 32, 256, 512]",842
1355,"[2, 8, 32, 32, 256, 512]",842
1356,"[2, 4, 4, 16, 16, 32, 256, 512]",842
1357,"[2, 8, 16, 16, 32, 256, 512]",842
1358,"[2, 8, 64, 256, 512]",842
1359,"[2, 2, 8, 64, 256, 512]",844
1360,"[4, 4, 4, 64, 256, 512]",844
1361,"[4, 8, 32, 32, 256, 512]",844
1362,"[4, 4, 4, 32, 32, 256, 512]",844
1363,"[2, 2, 8, 32, 32, 256, 512]",844
1364,"[4, 8, 16, 16, 32, 256, 512]",844
1365,"[4, 8, 64, 256, 512]",844
1366,"[2, 4, 8, 64, 256, 512]",846
1367,"[2, 4, 8, 32, 32, 256, 512]",846
1368,"[2, 2, 4, 8, 64, 256, 512]",848
1369,"[4, 4, 8, 64, 256, 512]",848
1370,"[4, 4, 8, 32, 32, 256, 512]",848
1371,"[2, 4, 4, 8, 64, 256, 512]",850
1372,"[2, 8, 8, 64, 256, 512]",850
1373,"[2, 2, 8, 8, 64, 256, 512]",852
1374,"[4, 4, 4, 8, 64, 256, 512]",852
1375,"[2, 2, 16, 64, 256, 512]",852
1376,"[4, 8, 8, 64, 256, 512]",852
1377,"[2, 4, 16, 64, 256, 512]",854
1378,"[2, 4, 8, 8, 64, 256, 512]",854
1379,"[2, 2, 4, 16, 64, 256, 512]",856
1380,"[4, 4, 16, 64, 256, 512]",856
1381,"[4, 4, 8, 8, 64, 256, 512]",856
1382,"[2, 4, 4, 16, 64, 256, 512]",858
1383,"[2, 8, 16, 64, 256, 512]",858
1384,"[2, 2, 8, 16, 64, 256, 512]",860
1385,"[4, 4, 4, 16, 64, 256, 512]",860
1386,"[4, 8, 16, 64, 256, 512]",860
1387,"[2, 4, 8, 16, 64, 256, 512]",862
1388,"[2, 2, 4, 8, 16, 64, 256, 512]",864
1389,"[4, 4, 8, 16, 64, 256, 512]",864
1390,"[2, 4, 4, 8, 16, 64, 256, 512]",866
1391,"[2, 8, 8, 16, 64, 256, 512]",866
1392,"[2, 2, 8, 8, 16, 64, 256, 512]",868
1393,"[4, 4, 4, 8, 16, 64, 256, 512]",868
1394,"[2, 2, 16, 16, 64, 256, 512]",868
1395,"[4, 8, 8, 16, 64, 256, 512]",868
1396,"[2, 4, 16, 16, 64, 256, 512]",870
1397,"[2, 4, 8, 8, 16, 64, 256, 512]",870
1398,"[2, 4, 32, 64, 256, 512]",870
1399,"[2, 2, 4, 32, 64, 256, 512]",872
1400,"[4, 4, 16, 16, 64, 256, 512]",872
1401,"[2, 2, 4, 16, 16, 64, 256, 512]",872
1402,"[4, 4, 8, 8, 16, 64, 256, 512]",872
1403,"[4, 4, 32, 64, 256, 512]",872
1404,"[2, 4, 4, 32, 64, 256, 512]",874
1405,"[2, 8, 32, 64, 256, 512]",874
1406,"[2, 4, 4, 16, 16, 64, 256, 512]",874
1407,"[2, 8, 16, 16, 64, 256, 512]",874
1408,"[2, 2, 8, 32, 64, 256, 512]",876
1409,"[4, 4, 4, 32, 64, 256, 512]",876
1410,"[4, 8, 32, 64, 256, 512]",876
1411,"[4, 8, 16, 16, 64, 256, 512]",876
1412,"[2, 4, 8, 32, 64, 256, 512]",878
1413,"[2, 2, 4, 8, 32, 64, 256, 512]",880
1414,"[4, 4, 8, 32, 64, 256, 512]",880
1415,"[2, 4, 4, 8, 32, 64, 256, 512]",882
1416,"[2, 8, 8, 32, 64, 256, 512]",882
1417,"[2, 2, 8, 8, 32, 64, 256, 512]",884
1418,"[4, 4, 4, 8, 32, 64, 256, 512]",884
1419,"[2, 2, 16, 32, 64, 256, 512]",884
1420,"[4, 8, 8, 32, 64, 256, 512]",884
1421,"[2, 4, 16, 32, 64, 256, 512]",886
1422,"[2, 4, 8, 8, 32, 64, 256, 512]",886
1423,"[2, 2, 4, 16, 32, 64, 256, 512]",888
1424,"[4, 4, 16, 32, 64, 256, 512]",888
1425,"[4, 4, 8, 8, 32, 64, 256, 512]",888
1426,"[2, 4, 4, 16, 32, 64, 256, 512]",890
1427,"[2, 8, 16, 32, 64, 256, 512]",890
1428,"[2, 2, 8, 16, 32, 64, 256, 512]",892
1429,"[4, 4, 4, 16, 32, 64, 256, 512]",892
1430,"[4, 8, 16, 32, 64, 256, 512]",892
1431,"[2, 4, 8, 16, 32, 64, 256, 512]",894
1432,"[2, 2, 4, 8, 16, 32, 64, 256, 512]",896
1433,"[4, 4, 8, 16, 32, 64, 256, 512]",896
1434,"[2, 4, 4, 8, 16, 32, 64, 256, 512]",898
1435,"[2, 8, 8, 16, 32, 64, 256, 512]",898
1436,"[2, 2, 8, 8, 16, 32, 64, 256, 512]",900
1437,"[4, 4, 4, 8, 16, 32, 64, 256, 512]",900
1438,"[2, 2, 16, 16, 32, 64, 256, 512]",900
1439,"[4, 8, 8, 16, 32, 64, 256, 512]",900
1440,"[2, 4, 16, 16, 32, 64, 256, 512]",902
1441,"[2, 4, 8, 8, 16, 32, 64, 256, 512]",902
1442,"[2, 4, 32, 32, 64, 256, 512]",902
1443,"[2, 2, 4, 32, 32, 64, 256, 512]",904
1444,"[4, 4, 16, 16, 32, 64, 256, 512]",904
1445,"[2, 2, 4, 16, 16, 32, 64, 256, 512]",904
1446,"[4, 4, 8, 8, 16, 32, 64, 256, 512]",904
1447,"[2, 2, 4, 64, 64, 256, 512]",904
1448,"[4, 4, 32, 32, 64, 256, 512]",904
1449,"[2, 4, 4, 64, 64, 256, 512]",906
1450,"[2, 4, 4, 32, 32, 64, 256, 512]",906
1451,"[2, 8, 32, 32, 64, 256, 512]",906
1452,"[2, 4, 4, 16, 16, 32, 64, 256, 512]",906
1453,"[2, 8, 16, 16, 32, 64, 256, 512]",906
1454,"[2, 4, 4, 128, 256, 512]",906
1455,"[2, 8, 64, 64, 256, 512]",906
1456,"[2, 2, 8, 128, 256, 512]",908
1457,"[4, 4, 4, 64, 64, 256, 512]",908
1458,"[2, 2, 8, 64, 64, 256, 512]",908
1459,"[4, 8, 32, 32, 64, 256, 512]",908
1460,"[4, 4, 4, 32, 32, 64, 256, 512]",908
1461,"[2, 2, 8, 32, 32, 64, 256, 512]",908
1462,"[4, 8, 16, 16, 32, 64, 256, 512]",908
1463,"[4, 4, 4, 128, 256, 512]",908
1464,"[4, 8, 64, 64, 256, 512]",908
1465,"[2, 4, 8, 128, 256, 512]",910
1466,"[2, 4, 8, 64, 64, 256, 512]",910
1467,"[2, 4, 8, 32, 32, 64, 256, 512]",910
1468,"[2, 2, 4, 8, 128, 256, 512]",912
1469,"[4, 4, 8, 128, 256, 512]",912
1470,"[4, 4, 8, 64, 64, 256, 512]",912
1471,"[2, 2, 4, 8, 64, 64, 256, 512]",912
1472,"[4, 4, 8, 32, 32, 64, 256, 512]",912
1473,"[2, 4, 4, 8, 128, 256, 512]",914
1474,"[2, 8, 8, 128, 256, 512]",914
1475,"[2, 4, 4, 8, 64, 64, 256, 512]",914
1476,"[2, 8, 8, 64, 64, 256, 512]",914
1477,"[2, 2, 8, 8, 128, 256, 512]",916
1478,"[4, 4, 4, 8, 128, 256, 512]",916
1479,"[2, 2, 16, 128, 256, 512]",916
1480,"[4, 8, 8, 128, 256, 512]",916
1481,"[4, 8, 8, 64, 64, 256, 512]",916
1482,"[2, 4, 16, 128, 256, 512]",918
1483,"[2, 4, 8, 8, 128, 256, 512]",918
1484,"[2, 2, 4, 16, 128, 256, 512]",920
1485,"[4, 4, 16, 128, 256, 512]",920
1486,"[4, 4, 8, 8, 128, 256, 512]",920
1487,"[2, 4, 4, 16, 128, 256, 512]",922
1488,"[2, 8, 16, 128, 256, 512]",922
1489,"[2, 2, 8, 16, 128, 256, 512]",924
1490,"[4, 4, 4, 16, 128, 256, 512]",924
1491,"[4, 8, 16, 128, 256, 512]",924
1492,"[2, 4, 8, 16, 128, 256, 512]",926
1493,"[2, 2, 4, 8, 16, 128, 256, 512]",928
1494,"[4, 4, 8, 16, 128, 256, 512]",928
1495,"[2, 4, 4, 8, 16, 128, 256, 512]",930
1496,"[2, 8, 8, 16, 128, 256, 512]",930
1497,"[2, 2, 8, 8, 16, 128, 256, 512]",932
1498,"[4, 4, 4, 8, 16, 128, 256, 512]",932
1499,"[2, 2, 16, 16, 128, 256, 512]",932
1500,"[4, 8, 8, 16, 128, 256, 512]",932
1501,"[2, 4, 16, 16, 128, 256, 512]",934
1502,"[2, 4, 8, 8, 16, 128, 256, 512]",934
1503,"[2, 4, 32, 128, 256, 512]",934
1504,"[2, 2, 4, 32, 128, 256, 512]",936
1505,"[4, 4, 16, 16, 128, 256, 512]",936
1506,"[2, 2, 4, 16, 16, 128, 256, 512]",936
1507,"[4, 4, 8, 8, 16, 128, 256, 512]",936
1508,"[4, 4, 32, 128, 256, 512]",936
1509,"[2, 4, 4, 32, 128, 256, 512]",938
1510,"[2, 8, 32, 128, 256, 512]",938
1511,"[2, 4, 4, 16, 16, 128, 256, 512]",938
1512,"[2, 8, 16, 16, 128, 256, 512]",938
1513,"[2, 2, 8, 32, 128, 256, 512]",940
1514,"[4, 4, 4, 32, 128, 256, 512]",940
1515,"[4, 8, 32, 128, 256, 512]",940
1516,"[4, 8, 16, 16, 128, 256, 512]",940
1517,"[2, 4, 8, 32, 128, 256, 512]",942
1518,"[2, 2, 4, 8, 32, 128, 256, 512]",944
1519,"[4, 4, 8, 32, 128, 256, 512]",944
1520,"[2, 4, 4, 8, 32, 128, 256, 512]",946
1521,"[2, 8, 8, 32, 128, 256, 512]",946
1522,"[2, 2, 8, 8, 32, 128, 256, 512]",948
1523,"[4, 4, 4, 8, 32, 128, 256, 512]",948
1524,"[2, 2, 16, 32, 128, 256, 512]",948
1525,"[4, 8, 8, 32, 128, 256, 512]",948
1526,"[2, 4, 16, 32, 128, 256, 512]",950
1527,"[2, 4, 8, 8, 32, 128, 256, 512]",950
1528,"[2, 2, 4, 16, 32, 128, 256, 512]",952
1529,"[4, 4, 16, 32, 128, 256, 512]",952
1530,"[4, 4, 8, 8, 32, 128, 256, 512]",952
1531,"[2, 4, 4, 16, 32, 128, 256, 512]",954
1532,"[2, 8, 16, 32, 128, 256, 512]",954
1533,"[2, 2, 8, 16, 32, 128, 256, 512]",956
1534,"[4, 4, 4, 16, 32, 128, 256, 512]",956
1535,"[4, 8, 16, 32, 128, 256, 512]",956
1536,"[2, 4, 8, 16, 32, 128, 256, 512]",958
1537,"[2, 2, 4, 8, 16, 32, 128, 256, 512]",960
1538,"[4, 4, 8, 16, 32, 128, 256, 512]",960
1539,"[2, 4, 4, 8, 16, 32, 128, 256, 512]",962
1540,"[2, 8, 8, 16, 32, 128, 256, 512]",962
1541,"[2, 2, 8, 8, 16, 32, 128, 256, 512]",964
1542,"[4, 4, 4, 8, 16, 32, 128, 256, 512]",964
1543,"[2, 2, 16, 16, 32, 128, 256, 512]",964
1544,"[4, 8, 8, 16, 32, 128, 256, 512]",964
1545,"[2, 4, 16, 16, 32, 128, 256, 512]",966
1546,"[2, 4, 8, 8, 16, 32, 128, 256, 512]",966
1547,"[2, 4, 32, 32, 128, 256, 512]",966
1548,"[2, 2, 4, 32, 32, 128, 256, 512]",968
1549,"[4, 4, 16, 16, 32, 128, 256, 512]",968
1550,"[2, 2, 4, 16, 16, 32, 128, 256, 512]",968
1551,"[4, 4, 8, 8, 16, 32, 128, 256, 512]",968
1552,"[2, 2, 4, 64, 128, 256, 512]",968
1553,"[4, 4, 32, 32, 128, 256, 512]",968
1554,"[2, 4, 4, 64, 128, 256, 512]",970
1555,"[2, 4, 4, 32, 32, 128, 256, 512]",970
1556,"[2, 8, 32, 32, 128, 256, 512]",970
1557,"[2, 4, 4, 16, 16, 32, 128, 256, 512]",970
1558,"[2, 8, 16, 16, 32, 128, 256, 512]",970
1559,"[2, 8, 64, 128, 256, 512]",970
1560,"[2, 2, 8, 64, 128, 256, 512]",972
1561,"[4, 4, 4, 64, 128, 256, 512]",972
1562,"[4, 8, 32, 32, 128, 256, 512]",972
1563,"[4, 4, 4, 32, 32, 128, 256, 512]",972
1564,"[2, 2, 8, 32, 32, 128, 256, 512]",972
1565,"[4, 8, 16, 16, 32, 128, 256, 512]",972
1566,"[4, 8, 64, 128, 256, 512]",972
1567,"[2, 4, 8, 64, 128, 256, 512]",974
1568,"[2, 4, 8, 32, 32, 128, 256, 512]",974
1569,"[2, 2, 4, 8, 64, 128, 256, 512]",976
1570,"[4, 4, 8, 64, 128, 256, 512]",976
1571,"[4, 4, 8, 32, 32, 128, 256, 512]",976
1572,"[2, 4, 4, 8, 64, 128, 256, 512]",978
1573,"[2, 8, 8, 64, 128, 256, 512]",978
1574,"[2, 2, 8, 8, 64, 128, 256, 512]",980
1575,"[4, 4, 4, 8, 64, 128, 256, 512]",980
1576,"[2, 2, 16, 64, 128, 256, 512]",980
1577,"[4, 8, 8, 64, 128, 256, 512]",980
1578,"[2, 4, 16, 64, 128, 256, 512]",982
1579,"[2, 4, 8, 8, 64, 128, 256, 512]",982
1580,"[2, 2, 4, 16, 64, 128, 256, 512]",984
1581,"[4, 4, 16, 64, 128, 256, 512]",984
1582,"[4, 4, 8, 8, 64, 128, 256, 512]",984
1583,"[2, 4, 4, 16, 64, 128, 256, 512]",986
1584,"[2, 8, 16, 64, 128, 256, 512]",986
1585,"[2, 2, 8, 16, 64, 128, 256, 512]",988
1586,"[4, 4, 4, 16, 64, 128, 256, 512]",988
1587,"[4, 8, 16, 64, 128, 256, 512]",988
1588,"[2, 4, 8, 16, 64, 128, 256, 512]",990
1589,"[2, 2, 4, 8, 16, 64, 128, 256, 512]",992
1590,"[4, 4, 8, 16, 64, 128, 256, 512]",992
1591,"[2, 4, 4, 8, 16, 64, 128, 256, 512]",994
1592,"[2, 8, 8, 16, 64, 128, 256, 512]",994
1593,"[2, 2, 8, 8, 16, 64, 128, 256, 512]",996
1594,"[4, 4, 4, 8, 16, 64, 128, 256, 512]",996
1595,"[2, 2, 16, 16, 64, 128, 256, 512]",996
1596,"[4, 8, 8, 16, 64, 128, 256, 512]",996
1597,"[2, 4, 16, 16, 64, 128, 256, 512]",998
1598,"[2, 4, 8, 8, 16, 64, 128, 256, 512]",998
1599,"[2, 4, 32, 64, 128, 256, 512]",998
1600,"[2, 2, 4, 32, 64, 128, 256, 512]",1000
1601,"[4, 4, 16, 16, 64, 128, 256, 512]",1000
1602,"[2, 2, 4, 16, 16, 64, 128, 256, 512]",1000
1603,"[4, 4, 8, 8, 16, 64, 128, 256, 512]",1000
1604,"[4, 4, 32, 64, 128, 256, 512]",1000
1605,"[2, 4, 4, 32, 64, 128, 256, 512]",1002
1606,"[2, 8, 32, 64, 128, 256, 512]",1002
1607,"[2, 4, 4, 16, 16, 64, 128, 256, 512]",1002
1608,"[2, 8, 16, 16, 64, 128, 256, 512]",1002
1609,"[2, 2, 8, 32, 64, 128, 256, 512]",1004
1610,"[4, 4, 4, 32, 64, 128, 256, 512]",1004
1611,"[4, 8, 32, 64, 128, 256, 512]",1004
1612,"[4, 8, 16, 16, 64, 128, 256, 512]",1004
1613,"[2, 4, 8, 32, 64, 128, 256, 512]",1006
1614,"[2, 2, 4, 8, 32, 64, 128, 256, 512]",1008
1615,"[4, 4, 8, 32, 64, 128, 256, 512]",1008
1616,"[2, 4, 4, 8, 32, 64, 128, 256, 512]",1010
1617,"[2, 8, 8, 32, 64, 128, 256, 512]",1010
1618,"[2, 2, 8, 8, 32, 64, 128, 256, 512]",1012
1619,"[4, 4, 4, 8, 32, 64, 128, 256, 512]",1012
1620,"[2, 2, 16, 32, 64, 128, 256, 512]",1012
1621,"[4, 8, 8, 32, 64, 128, 256, 512]",1012
1622,"[2, 4, 16, 32, 64, 128, 256, 512]",1014
1623,"[2, 4, 8, 8, 32, 64, 128, 256, 512]",1014
1624,"[2, 2, 4, 16, 32, 64, 128, 256, 512]",1016
1625,"[4, 4, 16, 32, 64, 128, 256, 512]",1016
1626,"[4, 4, 8, 8, 32, 64, 128, 256, 512]",1016
1627,"[2, 4, 4, 16, 32, 64, 128, 256, 512]",1018
1628,"[2, 8, 16, 32, 64, 128, 256, 512]",1018
1629,"[2, 2, 8, 16, 32, 64, 128, 256, 512]",1020
1630,"[4, 4, 4, 16, 32, 64, 128, 256, 512]",1020
1631,"[4, 8, 16, 32, 64, 128, 256, 512]",1020
1632,"[2, 4, 8, 16, 32, 64, 128, 256, 512]",1022
1633,"[2, 2, 4, 8, 16, 32, 64, 128, 256, 512]",1024
1634,"[4, 4, 8, 16, 32, 64, 128, 256, 512]",1024
1635,"[2, 4, 4, 8, 16, 32, 64, 128, 256, 512]",1026
1636,"[2, 8, 8, 16, 32, 64, 128, 256, 512]",1026
1637,"[2, 2, 8, 8, 16, 32, 64, 128, 256, 512]",1028
1638,"[4, 4, 4, 8, 16, 32, 64, 128, 256, 512]",1028
1639,"[2, 2, 16, 16, 32, 64, 128, 256, 512]",1028
1640,"[4, 8, 8, 16, 32, 64, 128, 256, 512]",1028
1641,"[2, 4, 16, 16, 32, 64, 128, 256, 512]",1030
1642,"[2, 4, 8, 8, 16, 32, 64, 128, 256, 512]",1030
1643,"[2, 4, 32, 32, 64, 128, 256, 512]",1030
1644,"[2, 2, 4, 32, 32, 64, 128, 256, 512]",1032
1645,"[4, 4, 16, 16, 32, 64, 128, 256, 512]",1032
1646,"[2, 2, 4, 16, 16, 32, 64, 128, 256, 512]",1032
1647,"[4, 4, 8, 8, 16, 32, 64, 128, 256, 512]",1032
1648,"[2, 2, 4, 64, 64, 128, 256, 512]",1032
1649,"[4, 4, 32, 32, 64, 128, 256, 512]",1032
1650,"[2, 4, 4, 64, 64, 128, 256, 512]",1034
1651,"[2, 4, 4, 32, 32, 64, 128, 256, 512]",1034
1652,"[2, 8, 32, 32, 64, 128, 256, 512]",1034
1653,"[2, 4, 4, 16, 16, 32, 64, 128, 256, 512]",1034
1654,"[2, 8, 16, 16, 32, 64, 128, 256, 512]",1034
1655,"[2, 4, 4, 128, 128, 256, 512]",1034
