,state,sum
624,"[2, 2, 4, 8, 64, 64, 256]",400
625,"[4, 4, 8, 32, 32, 64, 256]",400
626,"[2, 4, 4, 8, 128, 256]",402
627,"[2, 8, 8, 128, 256]",402
628,"[2, 4, 4, 8, 64, 64, 256]",402
629,"[2, 8, 8, 64, 64, 256]",402
630,"[2, 2, 8, 8, 128, 256]",404
631,"[4, 4, 4, 8, 128, 256]",404
632,"[2, 2, 16, 128, 256]",404
633,"[4, 8, 8, 128, 256]",404
634,"[4, 8, 8, 64, 64, 256]",404
635,"[2, 4, 16, 128, 256]",406
636,"[2, 4, 8, 8, 128, 256]",406
637,"[2, 2, 4, 16, 128, 256]",408
638,"[4, 4, 16, 128, 256]",408
639,"[4, 4, 8, 8, 128, 256]",408
640,"[2, 4, 4, 16, 128, 256]",410
641,"[2, 8, 16, 128, 256]",410
642,"[2, 2, 8, 16, 128, 256]",412
643,"[4, 4, 4, 16, 128, 256]",412
644,"[4, 8, 16, 128, 256]",412
645,"[2, 4, 8, 16, 128, 256]",414
646,"[2, 2, 4, 8, 16, 128, 256]",416
647,"[4, 4, 8, 16, 128, 256]",416
648,"[2, 4, 4, 8, 16, 128, 256]",418
649,"[2, 8, 8, 16, 128, 256]",418
650,"[2, 2, 8, 8, 16, 128, 256]",420
651,"[4, 4, 4, 8, 16, 128, 256]",420
652,"[2, 2, 16, 16, 128, 256]",420
653,"[4, 8, 8, 16, 128, 256]",420
654,"[2, 4, 16, 16, 128, 256]",422
655,"[2, 4, 8, 8, 16, 128, 256]",422
656,"[2, 4, 32, 128, 256]",422
657,"[2, 2, 4, 32, 128, 256]",424
658,"[4, 4, 16, 16, 128, 256]",424
659,"[2, 2, 4, 16, 16, 128, 256]",424
660,"[4, 4, 8, 8, 16, 128, 256]",424
661,"[4, 4, 32, 128, 256]",424
662,"[2, 4, 4, 32, 128, 256]",426
663,"[2, 8, 32, 128, 256]",426
664,"[2, 4, 4, 16, 16, 128, 256]",426
665,"[2, 8, 16, 16, 128, 256]",426
666,"[2, 2, 8, 32, 128, 256]",428
667,"[4, 4, 4, 32, 128, 256]",428
668,"[4, 8, 32, 128, 256]",428
669,"[4, 8, 16, 16, 128, 256]",428
670,"[2, 4, 8, 32, 128, 256]",430
671,"[2, 2, 4, 8, 32, 128, 256]",432
672,"[4, 4, 8, 32, 128, 256]",432
673,"[2, 4, 4, 8, 32, 128, 256]",434
674,"[2, 8, 8, 32, 128, 256]",434
675,"[2, 2, 8, 8, 32, 128, 256]",436
676,"[4, 4, 4, 8, 32, 128, 256]",436
677,"[2, 2, 16, 32, 128, 256]",436
678,"[4, 8, 8, 32, 128, 256]",436
679,"[2, 4, 16, 32, 128, 256]",438
680,"[2, 4, 8, 8, 32, 128, 256]",438
681,"[2, 2, 4, 16, 32, 128, 256]",440
682,"[4, 4, 16, 32, 128, 256]",440
683,"[4, 4, 8, 8, 32, 128, 256]",440
684,"[2, 4, 4, 16, 32, 128, 256]",442
685,"[2, 8, 16, 32, 128, 256]",442
686,"[2, 2, 8, 16, 32, 128, 256]",444
687,"[4, 4, 4, 16, 32, 128, 256]",444
688,"[4, 8, 16, 32, 128, 256]",444
689,"[2, 4, 8, 16, 32, 128, 256]",446
690,"[2, 2, 4, 8, 16, 32, 128, 256]",448
691,"[4, 4, 8, 16, 32, 128, 256]",448
692,"[2, 4, 4, 8, 16, 32, 128, 256]",450
693,"[2, 8, 8, 16, 32, 128, 256]",450
694,"[2, 2, 8, 8, 16, 32, 128, 256]",452
695,"[4, 4, 4, 8, 16, 32, 128, 256]",452
696,"[2, 2, 16, 16, 32, 128, 256]",452
697,"[4, 8, 8, 16, 32, 128, 256]",452
698,"[2, 4, 16, 16, 32, 128, 256]",454
699,"[2, 4, 8, 8, 16, 32, 128, 256]",454
700,"[2, 4, 32, 32, 128, 256]",454
701,"[2, 2, 4, 32, 32, 128, 256]",456
702,"[4, 4, 16, 16, 32, 128, 256]",456
703,"[2, 2, 4, 16, 16, 32, 128, 256]",456
704,"[4, 4, 8, 8, 16, 32, 128, 256]",456
705,"[2, 2, 4, 64, 128, 256]",456
706,"[4, 4, 32, 32, 128, 256]",456
707,"[2, 4, 4, 64, 128, 256]",458
708,"[2, 4, 4, 32, 32, 128, 256]",458
709,"[2, 8, 32, 32, 128, 256]",458
710,"[2, 4, 4, 16, 16, 32, 128, 256]",458
711,"[2, 8, 16, 16, 32, 128, 256]",458
712,"[2, 8, 64, 128, 256]",458
713,"[2, 2, 8, 64, 128, 256]",460
714,"[4, 4, 4, 64, 128, 256]",460
715,"[4, 8, 32, 32, 128, 256]",460
716,"[4, 4, 4, 32, 32, 128, 256]",460
717,"[2, 2, 8, 32, 32, 128, 256]",460
718,"[4, 8, 16, 16, 32, 128, 256]",460
719,"[4, 8, 64, 128, 256]",460
720,"[2, 4, 8, 64, 128, 256]",462
721,"[2, 4, 8, 32, 32, 128, 256]",462
722,"[2, 2, 4, 8, 64, 128, 256]",464
723,"[4, 4, 8, 64, 128, 256]",464
724,"[4, 4, 8, 32, 32, 128, 256]",464
725,"[2, 4, 4, 8, 64, 128, 256]",466
726,"[2, 8, 8, 64, 128, 256]",466
727,"[2, 2, 8, 8, 64, 128, 256]",468
728,"[4, 4, 4, 8, 64, 128, 256]",468
729,"[2, 2, 16, 64, 128, 256]",468
730,"[4, 8, 8, 64, 128, 256]",468
731,"[2, 4, 16, 64, 128, 256]",470
732,"[2, 4, 8, 8, 64, 128, 256]",470
733,"[2, 2, 4, 16, 64, 128, 256]",472
734,"[4, 4, 16, 64, 128, 256]",472
735,"[4, 4, 8, 8, 64, 128, 256]",472
736,"[2, 4, 4, 16, 64, 128, 256]",474
737,"[2, 8, 16, 64, 128, 256]",474
738,"[2, 2, 8, 16, 64, 128, 256]",476
739,"[4, 4, 4, 16, 64, 128, 256]",476
740,"[4, 8, 16, 64, 128, 256]",476
741,"[2, 4, 8, 16, 64, 128, 256]",478
742,"[2, 2, 4, 8, 16, 64, 128, 256]",480
743,"[4, 4, 8, 16, 64, 128, 256]",480
744,"[2, 4, 4, 8, 16, 64, 128, 256]",482
745,"[2, 8, 8, 16, 64, 128, 256]",482
746,"[2, 2, 8, 8, 16, 64, 128, 256]",484
747,"[4, 4, 4, 8, 16, 64, 128, 256]",484
748,"[2, 2, 16, 16, 64, 128, 256]",484
749,"[4, 8, 8, 16, 64, 128, 256]",484
750,"[2, 4, 16, 16, 64, 128, 256]",486
751,"[2, 4, 8, 8, 16, 64, 128, 256]",486
752,"[2, 4, 32, 64, 128, 256]",486
753,"[2, 2, 4, 32, 64, 128, 256]",488
754,"[4, 4, 16, 16, 64, 128, 256]",488
755,"[2, 2, 4, 16, 16, 64, 128, 256]",488
756,"[4, 4, 8, 8, 16, 64, 128, 256]",488
757,"[4, 4, 32, 64, 128, 256]",488
758,"[2, 4, 4, 32, 64, 128, 256]",490
759,"[2, 8, 32, 64, 128, 256]",490
760,"[2, 4, 4, 16, 16, 64, 128, 256]",490
761,"[2, 8, 16, 16, 64, 128, 256]",490
762,"[2, 2, 8, 32, 64, 128, 256]",492
763,"[4, 4, 4, 32, 64, 128, 256]",492
764,"[4, 8, 32, 64, 128, 256]",492
765,"[4, 8, 16, 16, 64, 128, 256]",492
766,"[2, 4, 8, 32, 64, 128, 256]",494
767,"[2, 2, 4, 8, 32, 64, 128, 256]",496
768,"[4, 4, 8, 32, 64, 128, 256]",496
769,"[2, 4, 4, 8, 32, 64, 128, 256]",498
770,"[2, 8, 8, 32, 64, 128, 256]",498
771,"[2, 2, 8, 8, 32, 64, 128, 256]",500
772,"[4, 4, 4, 8, 32, 64, 128, 256]",500
773,"[2, 2, 16, 32, 64, 128, 256]",500
774,"[4, 8, 8, 32, 64, 128, 256]",500
775,"[2, 4, 16, 32, 64, 128, 256]",502
776,"[2, 4, 8, 8, 32, 64, 128, 256]",502
777,"[2, 2, 4, 16, 32, 64, 128, 256]",504
778,"[4, 4, 16, 32, 64, 128, 256]",504
779,"[4, 4, 8, 8, 32, 64, 128, 256]",504
780,"[2, 4, 4, 16, 32, 64, 128, 256]",506
781,"[2, 8, 16, 32, 64, 128, 256]",506
782,"[2, 2, 8, 16, 32, 64, 128, 256]",508
783,"[4, 4, 4, 16, 32, 64, 128, 256]",508
784,"[4, 8, 16, 32, 64, 128, 256]",508
785,"[2, 4, 8, 16, 32, 64, 128, 256]",510
786,"[2, 2, 4, 8, 16, 32, 64, 128, 256]",512
787,"[4, 4, 8, 16, 32, 64, 128, 256]",512
788,"[2, 4, 4, 8, 16, 32, 64, 128, 256]",514
789,"[2, 8, 8, 16, 32, 64, 128, 256]",514
790,"[2, 2, 8, 8, 16, 32, 64, 128, 256]",516
791,"[4, 4, 4, 8, 16, 32, 64, 128, 256]",516
792,"[2, 2, 16, 16, 32, 64, 128, 256]",516
793,"[4, 8, 8, 16, 32, 64, 128, 256]",516
794,"[2, 4, 16, 16, 32, 64, 128, 256]",518
795,"[2, 4, 8, 8, 16, 32, 64, 128, 256]",518
796,"[2, 4, 32, 32, 64, 128, 256]",518
797,"[2, 2, 4, 32, 32, 64, 128, 256]",520
798,"[4, 4, 16, 16, 32, 64, 128, 256]",520
799,"[2, 2, 4, 16, 16, 32, 64, 128, 256]",520
800,"[4, 4, 8, 8, 16, 32, 64, 128, 256]",520
801,"[2, 2, 4, 64, 64, 128, 256]",520
802,"[4, 4, 32, 32, 64, 128, 256]",520
803,"[2, 4, 4, 64, 64, 128, 256]",522
804,"[2, 4, 4, 32, 32, 64, 128, 256]",522
805,"[2, 8, 32, 32, 64, 128, 256]",522
806,"[2, 4, 4, 16, 16, 32, 64, 128, 256]",522
807,"[2, 8, 16, 16, 32, 64, 128, 256]",522
808,"[2, 4, 4, 128, 128, 256]",522
809,"[2, 8, 64, 64, 128, 256]",522
810,"[2, 2, 8, 128, 128, 256]",524
811,"[4, 4, 4, 64, 64, 128, 256]",524
812,"[2, 2, 8, 64, 64, 128, 256]",524
813,"[4, 8, 32, 32, 64, 128, 256]",524
814,"[4, 4, 4, 32, 32, 64, 128, 256]",524
815,"[2, 2, 8, 32, 32, 64, 128, 256]",524
816,"[4, 8, 16, 16, 32, 64, 128, 256]",524
817,"[2, 2, 8, 256, 256]",524
818,"[4, 4, 4, 128, 128, 256]",524
819,"[4, 8, 64, 64, 128, 256]",524
820,"[2, 4, 8, 256, 256]",526
821,"[2, 4, 8, 128, 128, 256]",526
822,"[2, 4, 8, 64, 64, 128, 256]",526
823,"[2, 4, 8, 32, 32, 64, 128, 256]",526
824,"[2, 4, 8, 512]",526
825,"[2, 2, 4, 8, 512]",528
826,"[4, 4, 8, 256, 256]",528
827,"[2, 2, 4, 8, 256, 256]",528
828,"[4, 4, 8, 128, 128, 256]",528
829,"[2, 2, 4, 8, 128, 128, 256]",528
830,"[4, 4, 8, 64, 64, 128, 256]",528
831,"[2, 2, 4, 8, 64, 64, 128, 256]",528
832,"[4, 4, 8, 32, 32, 64, 128, 256]",528
833,"[4, 4, 8, 512]",528
834,"[2, 4, 4, 8, 512]",530
835,"[2, 8, 8, 512]",530
836,"[2, 4, 4, 8, 256, 256]",530
837,"[2, 8, 8, 256, 256]",530
838,"[2, 4, 4, 8, 128, 128, 256]",530
839,"[2, 8, 8, 128, 128, 256]",530
840,"[2, 4, 4, 8, 64, 64, 128, 256]",530
841,"[2, 8, 8, 64, 64, 128, 256]",530
842,"[2, 2, 8, 8, 512]",532
843,"[4, 4, 4, 8, 512]",532
844,"[2, 2, 16, 512]",532
845,"[4, 8, 8, 512]",532
846,"[4, 8, 8, 256, 256]",532
847,"[4, 4, 4, 8, 256, 256]",532
848,"[2, 2, 8, 8, 256, 256]",532
849,"[2, 2, 16, 256, 256]",532
850,"[4, 8, 8, 128, 128, 256]",532
851,"[4, 4, 4, 8, 128, 128, 256]",532
852,"[2, 2, 8, 8, 128, 128, 256]",532
853,"[2, 2, 16, 128, 128, 256]",532
854,"[4, 8, 8, 64, 64, 128, 256]",532
855,"[2, 4, 16, 512]",534
856,"[2, 4, 8, 8, 512]",534
857,"[2, 4, 8, 8, 256, 256]",534
858,"[2, 4, 16, 256, 256]",534
859,"[2, 4, 8, 8, 128, 128, 256]",534
860,"[2, 4, 16, 128, 128, 256]",534
861,"[2, 2, 4, 16, 512]",536
862,"[4, 4, 16, 512]",536
863,"[4, 4, 8, 8, 512]",536
864,"[4, 4, 16, 256, 256]",536
865,"[4, 4, 8, 8, 256, 256]",536
866,"[2, 2, 4, 16, 256, 256]",536
867,"[4, 4, 16, 128, 128, 256]",536
868,"[2, 4, 4, 16, 512]",538
869,"[2, 8, 16, 512]",538
870,"[2, 4, 4, 16, 256, 256]",538
871,"[2, 8, 16, 256, 256]",538
872,"[2, 2, 8, 16, 512]",540
873,"[4, 4, 4, 16, 512]",540
874,"[4, 8, 16, 512]",540
875,"[4, 8, 16, 256, 256]",540
876,"[2, 4, 8, 16, 512]",542
877,"[2, 2, 4, 8, 16, 512]",544
878,"[4, 4, 8, 16, 512]",544
879,"[2, 4, 4, 8, 16, 512]",546
880,"[2, 8, 8, 16, 512]",546
881,"[2, 2, 8, 8, 16, 512]",548
882,"[4, 4, 4, 8, 16, 512]",548
883,"[2, 2, 16, 16, 512]",548
884,"[4, 8, 8, 16, 512]",548
885,"[2, 4, 16, 16, 512]",550
886,"[2, 4, 8, 8, 16, 512]",550
887,"[2, 4, 32, 512]",550
888,"[2, 2, 4, 32, 512]",552
889,"[4, 4, 16, 16, 512]",552
890,"[2, 2, 4, 16, 16, 512]",552
891,"[4, 4, 8, 8, 16, 512]",552
892,"[4, 4, 32, 512]",552
893,"[2, 4, 4, 32, 512]",554
894,"[2, 8, 32, 512]",554
895,"[2, 4, 4, 16, 16, 512]",554
896,"[2, 8, 16, 16, 512]",554
897,"[2, 2, 8, 32, 512]",556
898,"[4, 4, 4, 32, 512]",556
899,"[4, 8, 32, 512]",556
900,"[4, 8, 16, 16, 512]",556
901,"[2, 4, 8, 32, 512]",558
902,"[2, 2, 4, 8, 32, 512]",560
903,"[4, 4, 8, 32, 512]",560
904,"[2, 4, 4, 8, 32, 512]",562
905,"[2, 8, 8, 32, 512]",562
906,"[2, 2, 8, 8, 32, 512]",564
907,"[4, 4, 4, 8, 32, 512]",564
908,"[2, 2, 16, 32, 512]",564
909,"[4, 8, 8, 32, 512]",564
910,"[2, 4, 16, 32, 512]",566
911,"[2, 4, 8, 8, 32, 512]",566
912,"[2, 2, 4, 16, 32, 512]",568
913,"[4, 4, 16, 32, 512]",568
914,"[4, 4, 8, 8, 32, 512]",568
915,"[2, 4, 4, 16, 32, 512]",570
916,"[2, 8, 16, 32, 512]",570
917,"[2, 2, 8, 16, 32, 512]",572
918,"[4, 4, 4, 16, 32, 512]",572
919,"[4, 8, 16, 32, 512]",572
920,"[2, 4, 8, 16, 32, 512]",574
921,"[2, 2, 4, 8, 16, 32, 512]",576
922,"[4, 4, 8, 16, 32, 512]",576
923,"[2, 4, 4, 8, 16, 32, 512]",578
924,"[2, 8, 8, 16, 32, 512]",578
925,"[2, 2, 8, 8, 16, 32, 512]",580
926,"[4, 4, 4, 8, 16, 32, 512]",580
927,"[2, 2, 16, 16, 32, 512]",580
928,"[4, 8, 8, 16, 32, 512]",580
929,"[2, 4, 16, 16, 32, 512]",582
930,"[2, 4, 8, 8, 16, 32, 512]",582
931,"[2, 4, 32, 32, 512]",582
932,"[2, 2, 4, 32, 32, 512]",584
933,"[4, 4, 16, 16, 32, 512]",584
934,"[2, 2, 4, 16, 16, 32, 512]",584
935,"[4, 4, 8, 8, 16, 32, 512]",584
936,"[2, 2, 4, 64, 512]",584
937,"[4, 4, 32, 32, 512]",584
938,"[2, 4, 4, 64, 512]",586
939,"[2, 4, 4, 32, 32, 512]",586
940,"[2, 8, 32, 32, 512]",586
941,"[2, 4, 4, 16, 16, 32, 512]",586
942,"[2, 8, 16, 16, 32, 512]",586
943,"[2, 8, 64, 512]",586
944,"[2, 2, 8, 64, 512]",588
945,"[4, 4, 4, 64, 512]",588
946,"[4, 8, 32, 32, 512]",588
947,"[4, 4, 4, 32, 32, 512]",588
948,"[2, 2, 8, 32, 32, 512]",588
949,"[4, 8, 16, 16, 32, 512]",588
950,"[4, 8, 64, 512]",588
951,"[2, 4, 8, 64, 512]",590
952,"[2, 4, 8, 32, 32, 512]",590
953,"[2, 2, 4, 8, 64, 512]",592
954,"[4, 4, 8, 64, 512]",592
955,"[4, 4, 8, 32, 32, 512]",592
956,"[2, 4, 4, 8, 64, 512]",594
957,"[2, 8, 8, 64, 512]",594
958,"[2, 2, 8, 8, 64, 512]",596
959,"[4, 4, 4, 8, 64, 512]",596
960,"[2, 2, 16, 64, 512]",596
961,"[4, 8, 8, 64, 512]",596
962,"[2, 4, 16, 64, 512]",598
963,"[2, 4, 8, 8, 64, 512]",598
964,"[2, 2, 4, 16, 64, 512]",600
965,"[4, 4, 16, 64, 512]",600
966,"[4, 4, 8, 8, 64, 512]",600
967,"[2, 4, 4, 16, 64, 512]",602
968,"[2, 8, 16, 64, 512]",602
969,"[2, 2, 8, 16, 64, 512]",604
970,"[4, 4, 4, 16, 64, 512]",604
971,"[4, 8, 16, 64, 512]",604
972,"[2, 4, 8, 16, 64, 512]",606
973,"[2, 2, 4, 8, 16, 64, 512]",608
974,"[4, 4, 8, 16, 64, 512]",608
975,"[2, 4, 4, 8, 16, 64, 512]",610
976,"[2, 8, 8, 16, 64, 512]",610
977,"[2, 2, 8, 8, 16, 64, 512]",612
978,"[4, 4, 4, 8, 16, 64, 512]",612
979,"[2, 2, 16, 16, 64, 512]",612
980,"[4, 8, 8, 16, 64, 512]",612
981,"[2, 4, 16, 16, 64, 512]",614
982,"[2, 4, 8, 8, 16, 64, 512]",614
983,"[2, 4, 32, 64, 512]",614
984,"[2, 2, 4, 32, 64, 512]",616
985,"[4, 4, 16, 16, 64, 512]",616
986,"[2, 2, 4, 16, 16, 64, 512]",616
987,"[4, 4, 8, 8, 16, 64, 512]",616
988,"[4, 4, 32, 64, 512]",616
989,"[2, 4, 4, 32, 64, 512]",618
990,"[2, 8, 32, 64, 512]",618
991,"[2, 4, 4, 16, 16, 64, 512]",618
992,"[2, 8, 16, 16, 64, 512]",618
993,"[2, 2, 8, 32, 64, 512]",620
994,"[4, 4, 4, 32, 64, 512]",620
995,"[4, 8, 32, 64, 512]",620
996,"[4, 8, 16, 16, 64, 512]",620
997,"[2, 4, 8, 32, 64, 512]",622
998,"[2, 2, 4, 8, 32, 64, 512]",624
999,"[4, 4, 8, 32, 64, 512]",624
1000,"[2, 4, 4, 8, 32, 64, 512]",626
1001,"[2, 8, 8, 32, 64, 512]",626
1002,"[2, 2, 8, 8, 32, 64, 512]",628
1003,"[4, 4, 4, 8, 32, 64, 512]",628
1004,"[2, 2, 16, 32, 64, 512]",628
1005,"[4, 8, 8, 32, 64, 512]",628
1006,"[2, 4, 16, 32, 64, 512]",630
1007,"[2, 4, 8, 8, 32, 64, 512]",630
1008,"[2, 2, 4, 16, 32, 64, 512]",632
1009,"[4, 4, 16, 32, 64, 512]",632
1010,"[4, 4, 8, 8, 32, 64, 512]",632
1011,"[2, 4, 4, 16, 32, 64, 512]",634
1012,"[2, 8, 16, 32, 64, 512]",634
1013,"[2, 2, 8, 16, 32, 64, 512]",636
1014,"[4, 4, 4, 16, 32, 64, 512]",636
1015,"[4, 8, 16, 32, 64, 512]",636
1016,"[2, 4, 8, 16, 32, 64, 512]",638
1017,"[2, 2, 4, 8, 16, 32, 64, 512]",640
1018,"[4, 4, 8, 16, 32, 64, 512]",640
1019,"[2, 4, 4, 8, 16, 32, 64, 512]",642
1020,"[2, 8, 8, 16, 32, 64, 512]",642
1021,"[2, 2, 8, 8, 16, 32, 64, 512]",644
1022,"[4, 4, 4, 8, 16, 32, 64, 512]",644
1023,"[2, 2, 16, 16, 32, 64, 512]",644
1024,"[4, 8, 8, 16, 32, 64, 512]",644
1025,"[2, 4, 16, 16, 32, 64, 512]",646
1026,"[2, 4, 8, 8, 16, 32, 64, 512]",646
1027,"[2, 4, 32, 32, 64, 512]",646
1028,"[2, 2, 4, 32, 32, 64, 512]",648
1029,"[4, 4, 16, 16, 32, 64, 512]",648
1030,"[2, 2, 4, 16, 16, 32, 64, 512]",648
1031,"[4, 4, 8, 8, 16, 32, 64, 512]",648
1032,"[2, 2, 4, 64, 64, 512]",648
1033,"[4, 4, 32, 32, 64, 512]",648
1034,"[2, 4, 4, 64, 64, 512]",650
1035,"[2, 4, 4, 32, 32, 64, 512]",650
1036,"[2, 8, 32, 32, 64, 512]",650
1037,"[2, 4, 4, 16, 16, 32, 64, 512]",650
1038,"[2, 8, 16, 16, 32, 64, 512]",650
1039,"[2, 4, 4, 128, 512]",650
1040,"[2, 8, 64, 64, 512]",650
1041,"[2, 2, 8, 128, 512]",652
1042,"[4, 4, 4, 64, 64, 512]",652
1043,"[2, 2, 8, 64, 64, 512]",652
1044,"[4, 8, 32, 32, 64, 512]",652
1045,"[4, 4, 4, 32, 32, 64, 512]",652
1046,"[2, 2, 8, 32, 32, 64, 512]",652
1047,"[4, 8, 16, 16, 32, 64, 512]",652
1048,"[4, 4, 4, 128, 512]",652
1049,"[4, 8, 64, 64, 512]",652
1050,"[2, 4, 8, 128, 512]",654
1051,"[2, 4, 8, 64, 64, 512]",654
1052,"[2, 4, 8, 32, 32, 64, 512]",654
1053,"[2, 2, 4, 8, 128, 512]",656
1054,"[4, 4, 8, 128, 512]",656
1055,"[4, 4, 8, 64, 64, 512]",656
1056,"[2, 2, 4, 8, 64, 64, 512]",656
1057,"[4, 4, 8, 32, 32, 64, 512]",656
1058,"[2, 4, 4, 8, 128, 512]",658
1059,"[2, 8, 8, 128, 512]",658
1060,"[2, 4, 4, 8, 64, 64, 512]",658
1061,"[2, 8, 8, 64, 64, 512]",658
1062,"[2, 2, 8, 8, 128, 512]",660
1063,"[4, 4, 4, 8, 128, 512]",660
1064,"[2, 2, 16, 128, 512]",660
1065,"[4, 8, 8, 128, 512]",660
1066,"[4, 8, 8, 64, 64, 512]",660
1067,"[2, 4, 16, 128, 512]",662
1068,"[2, 4, 8, 8, 128, 512]",662
1069,"[2, 2, 4, 16, 128, 512]",664
1070,"[4, 4, 16, 128, 512]",664
1071,"[4, 4, 8, 8, 128, 512]",664
1072,"[2, 4, 4, 16, 128, 512]",666
1073,"[2, 8, 16, 128, 512]",666
1074,"[2, 2, 8, 16, 128, 512]",668
1075,"[4, 4, 4, 16, 128, 512]",668
1076,"[4, 8, 16, 128, 512]",668
1077,"[2, 4, 8, 16, 128, 512]",670
1078,"[2, 2, 4, 8, 16, 128, 512]",672
1079,"[4, 4, 8, 16, 128, 512]",672
1080,"[2, 4, 4, 8, 16, 128, 512]",674
1081,"[2, 8, 8, 16, 128, 512]",674
1082,"[2, 2, 8, 8, 16, 128, 512]",676
1083,"[4, 4, 4, 8, 16, 128, 512]",676
1084,"[2, 2, 16, 16, 128, 512]",676
1085,"[4, 8, 8, 16, 128, 512]",676
1086,"[2, 4, 16, 16, 128, 512]",678
1087,"[2, 4, 8, 8, 16, 128, 512]",678
1088,"[2, 4, 32, 128, 512]",678
1089,"[2, 2, 4, 32, 128, 512]",680
1090,"[4, 4, 16, 16, 128, 512]",680
1091,"[2, 2, 4, 16, 16, 128, 512]",680
1092,"[4, 4, 8, 8, 16, 128, 512]",680
1093,"[4, 4, 32, 128, 512]",680
1094,"[2, 4, 4, 32, 128, 512]",682
1095,"[2, 8, 32, 128, 512]",682
1096,"[2, 4, 4, 16, 16, 128, 512]",682
1097,"[2, 8, 16, 16, 128, 512]",682
1098,"[2, 2, 8, 32, 128, 512]",684
1099,"[4, 4, 4, 32, 128, 512]",684
1100,"[4, 8, 32, 128, 512]",684
1101,"[4, 8, 16, 16, 128, 512]",684
1102,"[2, 4, 8, 32, 128, 512]",686
1103,"[2, 2, 4, 8, 32, 128, 512]",688
1104,"[4, 4, 8, 32, 128, 512]",688
1105,"[2, 4, 4, 8, 32, 128, 512]",690
1106,"[2, 8, 8, 32, 128, 512]",690
1107,"[2, 2, 8, 8, 32, 128, 512]",692
1108,"[4, 4, 4, 8, 32, 128, 512]",692
1109,"[2, 2, 16, 32, 128, 512]",692
1110,"[4, 8, 8, 32, 128, 512]",692
1111,"[2, 4, 16, 32, 128, 512]",694
1112,"[2, 4, 8, 8, 32, 128, 512]",694
1113,"[2, 2, 4, 16, 32, 128, 512]",696
1114,"[4, 4, 16, 32, 128, 512]",696
1115,"[4, 4, 8, 8, 32, 128, 512]",696
1116,"[2, 4, 4, 16, 32, 128, 512]",698
1117,"[2, 8, 16, 32, 128, 512]",698
1118,"[2, 2, 8, 16, 32, 128, 512]",700
1119,"[4, 4, 4, 16, 32, 128, 512]",700
1120,"[4, 8, 16, 32, 128, 512]",700
1121,"[2, 4, 8, 16, 32, 128, 512]",702
1122,"[2, 2, 4, 8, 16, 32, 128, 512]",704
1123,"[4, 4, 8, 16, 32, 128, 512]",704
1124,"[2, 4, 4, 8, 16, 32, 128, 512]",706
1125,"[2, 8, 8, 16, 32, 128, 512]",706
1126,"[2, 2, 8, 8, 16, 32, 128, 512]",708
1127,"[4, 4, 4, 8, 16, 32, 128, 512]",708
1128,"[2, 2, 16, 16, 32, 128, 512]",708
1129,"[4, 8, 8, 16, 32, 128, 512]",708
1130,"[2, 4, 16, 16, 32, 128, 512]",710
1131,"[2, 4, 8, 8, 16, 32, 128, 512]",710
1132,"[2, 4, 32, 32, 128, 512]",710
1133,"[2, 2, 4, 32, 32, 128, 512]",712
1134,"[4, 4, 16, 16, 32, 128, 512]",712
1135,"[2, 2, 4, 16, 16, 32, 128, 512]",712
1136,"[4, 4, 8, 8, 16, 32, 128, 512]",712
1137,"[2, 2, 4, 64, 128, 512]",712
1138,"[4, 4, 32, 32, 128, 512]",712
1139,"[2, 4, 4, 64, 128, 512]",714
1140,"[2, 4, 4, 32, 32, 128, 512]",714
1141,"[2, 8, 32, 32, 128, 512]",714
1142,"[2, 4, 4, 16, 16, 32, 128, 512]",714
1143,"[2, 8, 16, 16, 32, 128, 512]",714
1144,"[2, 8, 64, 128, 512]",714
1145,"[2, 2, 8, 64, 128, 512]",716
1146,"[4, 4, 4, 64, 128, 512]",716
1147,"[4, 8, 32, 32, 128, 512]",716
1148,"[4, 4, 4, 32, 32, 128, 512]",716
1149,"[2, 2, 8, 32, 32, 128, 512]",716
1150,"[4, 8, 16, 16, 32, 128, 512]",716
1151,"[4, 8, 64, 128, 512]",716
1152,"[2, 4, 8, 64, 128, 512]",718
1153,"[2, 4, 8, 32, 32, 128, 512]",718
1154,"[2, 2, 4, 8, 64, 128, 512]",720
1155,"[4, 4, 8, 64, 128, 512]",720
1156,"[4, 4, 8, 32, 32, 128, 512]",720
1157,"[2, 4, 4, 8, 64, 128, 512]",722
1158,"[2, 8, 8, 64, 128, 512]",722
1159,"[2, 2, 8, 8, 64, 128, 512]",724
1160,"[4, 4, 4, 8, 64, 128, 512]",724
1161,"[2, 2, 16, 64, 128, 512]",724
1162,"[4, 8, 8, 64, 128, 512]",724
1163,"[2, 4, 16, 64, 128, 512]",726
1164,"[2, 4, 8, 8, 64, 128, 512]",726
1165,"[2, 2, 4, 16, 64, 128, 512]",728
1166,"[4, 4, 16, 64, 128, 512]",728
1167,"[4, 4, 8, 8, 64, 128, 512]",728
1168,"[2, 4, 4, 16, 64, 128, 512]",730
1169,"[2, 8, 16, 64, 128, 512]",730
1170,"[2, 2, 8, 16, 64, 128, 512]",732
1171,"[4, 4, 4, 16, 64, 128, 512]",732
1172,"[4, 8, 16, 64, 128, 512]",732
1173,"[2, 4, 8, 16, 64, 128, 512]",734
1174,"[2, 2, 4, 8, 16, 64, 128, 512]",736
